cust,date,region
a100002227,1/02/2018,Push
a100002228,1/02/2018,Facebook
a100002229,1/02/2018,Instagram
a100002230,1/03/2018,Instagram
a100002231,1/03/2018,Facebook
a100002232,1/03/2018,House Ads
a100002233,1/03/2018,House Ads
a100002234,1/03/2018,House Ads
a100002235,1/03/2018,Push
a100002236,1/03/2018,Facebook
a100002237,1/04/2018,Instagram
a100002238,1/04/2018,Instagram
a100002239,1/04/2018,Facebook
a100002240,1/04/2018,House Ads
a100002241,1/04/2018,House Ads
a100002242,1/04/2018,House Ads
a100002243,1/04/2018,Push
a100002244,1/05/2018,Facebook
a100002245,1/05/2018,Instagram
a100002246,1/05/2018,Instagram
a100002247,1/05/2018,Facebook
a100002248,1/05/2018,House Ads
a100002249,1/05/2018,House Ads
a100002250,1/05/2018,House Ads
a100002251,1/06/2018,Push
a100002252,1/06/2018,Facebook
a100002253,1/06/2018,Instagram
a100002254,1/06/2018,Instagram
a100002255,1/06/2018,Facebook
a100002256,1/06/2018,House Ads
a100002257,1/06/2018,House Ads
a100002258,1/07/2018,House Ads
a100002259,1/07/2018,Push
a100002260,1/07/2018,Facebook
a100002261,1/07/2018,Instagram
a100002262,1/07/2018,Instagram
a100002263,1/07/2018,Facebook
a100002264,1/08/2018,House Ads
a100002265,1/08/2018,House Ads
a100002266,1/08/2018,House Ads
a100002267,1/08/2018,Push
a100002268,1/08/2018,Facebook
a100002269,1/08/2018,Instagram
a100002270,1/08/2018,Instagram
a100002271,1/09/2018,Facebook
a100002272,1/09/2018,House Ads
a100002273,1/09/2018,House Ads
a100002274,1/09/2018,House Ads
a100002275,1/09/2018,Push
a100002276,1/09/2018,Facebook
a100002277,1/09/2018,Instagram
a100002278,1/10/2018,Instagram
a100002279,1/10/2018,Facebook
a100002280,1/10/2018,House Ads
a100002281,1/10/2018,House Ads
a100002282,1/10/2018,House Ads
a100002283,1/10/2018,Push
a100002284,1/10/2018,Facebook
a100002285,1/11/2018,Instagram
a100002286,1/11/2018,Instagram
a100002287,1/11/2018,Facebook
a100002288,1/11/2018,House Ads
a100002289,1/11/2018,House Ads
a100002290,1/11/2018,House Ads
a100002291,1/11/2018,Push
a100002292,1/12/2018,Facebook
a100002293,1/12/2018,Instagram
a100002294,1/12/2018,Instagram
a100002295,1/12/2018,Facebook
a100002296,1/12/2018,House Ads
a100002297,1/12/2018,House Ads
a100002298,1/12/2018,House Ads
a100002433,1/01/2018,House Ads
a100002434,1/01/2018,House Ads
a100002435,1/01/2018,Push
a100002436,1/01/2018,Facebook
a100002437,1/01/2018,Instagram
a100002438,1/01/2018,Instagram
a100002439,1/01/2018,Facebook
a100002440,1/02/2018,House Ads
a100002441,1/02/2018,House Ads
a100002442,1/02/2018,House Ads
a100002443,1/02/2018,Push
a100002444,1/02/2018,Facebook
a100002445,1/02/2018,Instagram
a100002446,1/02/2018,Instagram
a100002447,1/03/2018,Facebook
a100002448,1/03/2018,House Ads
a100002449,1/03/2018,House Ads
a100002450,1/03/2018,House Ads
a100002451,1/03/2018,Push
a100002452,1/03/2018,Facebook
a100002453,1/03/2018,Instagram
a100002454,1/04/2018,Instagram
a100002455,1/04/2018,Facebook
a100002456,1/04/2018,House Ads
a100002457,1/04/2018,House Ads
a100002458,1/04/2018,House Ads
a100002459,1/04/2018,Push
a100002460,1/04/2018,Facebook
a100002461,1/05/2018,Instagram
a100002462,1/05/2018,Instagram
a100002463,1/05/2018,Facebook
a100002464,1/05/2018,House Ads
a100002465,1/05/2018,House Ads
a100002466,1/05/2018,House Ads
a100002467,1/05/2018,Push
a100002468,1/06/2018,Facebook
a100002469,1/06/2018,Instagram
a100002470,1/06/2018,Instagram
a100002471,1/06/2018,Facebook
a100002472,1/06/2018,House Ads
a100002473,1/06/2018,House Ads
a100002474,1/06/2018,House Ads
a100002475,1/07/2018,Push
a100002476,1/07/2018,Facebook
a100002477,1/07/2018,Instagram
a100002478,1/07/2018,Instagram
a100002479,1/07/2018,Facebook
a100002480,1/07/2018,House Ads
a100002481,1/08/2018,House Ads
a100002482,1/08/2018,House Ads
a100002483,1/08/2018,Push
a100002484,1/08/2018,Facebook
a100002485,1/08/2018,Instagram
a100002486,1/08/2018,Instagram
a100002487,1/08/2018,Facebook
a100002488,1/09/2018,House Ads
a100002489,1/09/2018,House Ads
a100002490,1/09/2018,House Ads
a100002491,1/09/2018,Push
a100002492,1/09/2018,Facebook
a100002493,1/09/2018,Instagram
a100002494,1/09/2018,Instagram
a100002495,1/10/2018,Facebook
a100002496,1/10/2018,House Ads
a100002497,1/10/2018,House Ads
a100002498,1/10/2018,House Ads
a100002499,1/10/2018,Push
a100002500,1/10/2018,Facebook
a100002501,1/10/2018,Instagram
a100002502,1/11/2018,Instagram
a100002503,1/11/2018,Facebook
a100002504,1/11/2018,House Ads
a100002505,1/11/2018,House Ads
a100002506,1/11/2018,House Ads
a100002507,1/11/2018,Push
a100002508,1/11/2018,Facebook
a100002509,1/12/2018,Instagram
a100002510,1/12/2018,Instagram
a100002511,1/12/2018,Facebook
a100002512,1/12/2018,House Ads
a100002513,1/12/2018,House Ads
a100002514,1/12/2018,House Ads
a100002515,1/12/2018,Push
a100002650,1/01/2018,House Ads
a100002651,1/01/2018,House Ads
a100002652,1/01/2018,Push
a100002653,1/01/2018,Facebook
a100002654,1/01/2018,Instagram
a100002655,1/01/2018,Instagram
a100002656,1/01/2018,Facebook
a100002657,1/02/2018,House Ads
a100002658,1/02/2018,House Ads
a100002659,1/02/2018,House Ads
a100002660,1/02/2018,House Ads
a100002661,1/02/2018,Push
a100002662,1/02/2018,Facebook
a100002663,1/02/2018,Instagram
a100002664,1/03/2018,Instagram
a100002665,1/03/2018,Facebook
a100002666,1/03/2018,House Ads
a100002667,1/03/2018,House Ads
a100002668,1/03/2018,House Ads
a100002669,1/03/2018,House Ads
a100002670,1/03/2018,Push
a100002671,1/04/2018,Facebook
a100002672,1/04/2018,Instagram
a100002673,1/04/2018,Instagram
a100002674,1/04/2018,Facebook
a100002675,1/04/2018,House Ads
a100002676,1/04/2018,House Ads
a100002677,1/04/2018,House Ads
a100002678,1/05/2018,House Ads
a100002679,1/05/2018,Push
a100002680,1/05/2018,Facebook
a100002681,1/05/2018,Instagram
a100002682,1/05/2018,Instagram
a100002683,1/05/2018,Facebook
a100002684,1/05/2018,House Ads
a100002685,1/06/2018,House Ads
a100002686,1/06/2018,House Ads
a100002687,1/06/2018,House Ads
a100002688,1/06/2018,Push
a100002689,1/06/2018,Facebook
a100002690,1/06/2018,Instagram
a100002691,1/06/2018,Instagram
a100002692,1/07/2018,Facebook
a100002693,1/07/2018,House Ads
a100002694,1/07/2018,House Ads
a100002695,1/07/2018,House Ads
a100002696,1/07/2018,House Ads
a100002697,1/07/2018,Push
a100002698,1/08/2018,Facebook
a100002699,1/08/2018,Instagram
a100002700,1/08/2018,Instagram
a100002701,1/08/2018,Facebook
a100002702,1/08/2018,House Ads
a100002703,1/08/2018,House Ads
a100002704,1/08/2018,House Ads
a100002705,1/09/2018,House Ads
a100002706,1/09/2018,Push
a100002707,1/09/2018,House Ads
a100002708,1/09/2018,House Ads
a100002709,1/09/2018,House Ads
a100002710,1/09/2018,Push
a100002711,1/09/2018,Facebook
a100002712,1/10/2018,Instagram
a100002713,1/10/2018,Instagram
a100002714,1/10/2018,Facebook
a100002715,1/10/2018,House Ads
a100002716,1/10/2018,House Ads
a100002717,1/10/2018,House Ads
a100002718,1/10/2018,House Ads
a100002719,1/11/2018,Push
a100002720,1/11/2018,House Ads
a100002721,1/11/2018,House Ads
a100002722,1/11/2018,House Ads
a100002723,1/11/2018,Push
a100002724,1/11/2018,Facebook
a100002725,1/11/2018,Instagram
a100002726,1/12/2018,Instagram
a100002727,1/12/2018,Facebook
a100002728,1/12/2018,House Ads
a100002729,1/12/2018,House Ads
a100002730,1/12/2018,House Ads
a100002731,1/12/2018,House Ads
a100002732,1/12/2018,Push
a100002867,1/01/2018,Facebook
a100002868,1/01/2018,Instagram
a100002869,1/01/2018,Instagram
a100002870,1/01/2018,Facebook
a100002871,1/01/2018,House Ads
a100002872,1/01/2018,House Ads
a100002873,1/01/2018,House Ads
a100002874,1/02/2018,House Ads
a100002875,1/02/2018,Push
a100002876,1/02/2018,House Ads
a100002877,1/02/2018,House Ads
a100002878,1/02/2018,House Ads
a100002879,1/02/2018,Push
a100002880,1/02/2018,Facebook
a100002881,1/03/2018,Instagram
a100002882,1/03/2018,Instagram
a100002883,1/03/2018,Facebook
a100002884,1/03/2018,House Ads
a100002885,1/03/2018,House Ads
a100002886,1/03/2018,House Ads
a100002887,1/03/2018,House Ads
a100002888,1/04/2018,Push
a100002889,1/04/2018,House Ads
a100002890,1/04/2018,House Ads
a100002891,1/04/2018,House Ads
a100002892,1/04/2018,Push
a100002893,1/04/2018,Facebook
a100002894,1/04/2018,Instagram
a100002895,1/05/2018,Instagram
a100002896,1/05/2018,Facebook
a100002897,1/05/2018,House Ads
a100002898,1/05/2018,House Ads
a100002899,1/05/2018,House Ads
a100002900,1/05/2018,House Ads
a100002901,1/05/2018,Push
a100002902,1/06/2018,House Ads
a100002903,1/06/2018,House Ads
a100002904,1/06/2018,House Ads
a100002905,1/06/2018,Push
a100002906,1/06/2018,Facebook
a100002907,1/06/2018,Instagram
a100002908,1/06/2018,Instagram
a100002909,1/07/2018,Facebook
a100002910,1/07/2018,House Ads
a100002911,1/07/2018,House Ads
a100002912,1/07/2018,House Ads
a100002913,1/07/2018,House Ads
a100002914,1/07/2018,Push
a100002915,1/08/2018,House Ads
a100002916,1/08/2018,House Ads
a100002917,1/08/2018,House Ads
a100002918,1/08/2018,Push
a100002919,1/08/2018,Facebook
a100002920,1/08/2018,Instagram
a100002921,1/08/2018,Instagram
a100002922,1/09/2018,Facebook
a100002923,1/09/2018,House Ads
a100002924,1/09/2018,House Ads
a100002925,1/09/2018,House Ads
a100002926,1/09/2018,House Ads
a100002927,1/09/2018,Push
a100002928,1/09/2018,House Ads
a100002929,1/10/2018,House Ads
a100002930,1/10/2018,House Ads
a100002931,1/10/2018,Push
a100002932,1/10/2018,Facebook
a100002933,1/10/2018,Instagram
a100002934,1/10/2018,Instagram
a100002935,1/10/2018,Facebook
a100002936,1/11/2018,House Ads
a100002937,1/11/2018,House Ads
a100002938,1/11/2018,House Ads
a100002939,1/11/2018,House Ads
a100002940,1/11/2018,Push
a100002941,1/11/2018,House Ads
a100002942,1/11/2018,House Ads
a100002943,1/12/2018,House Ads
a100002944,1/12/2018,Push
a100002945,1/12/2018,Facebook
a100002946,1/12/2018,Instagram
a100002947,1/12/2018,Instagram
a100002948,1/12/2018,Facebook
a100002949,1/12/2018,House Ads
a100003084,1/01/2018,House Ads
a100003085,1/01/2018,House Ads
a100003086,1/01/2018,House Ads
a100003087,1/01/2018,Push
a100003088,1/01/2018,Facebook
a100003089,1/01/2018,Instagram
a100003090,1/01/2018,Instagram
a100003091,1/02/2018,Facebook
a100003092,1/02/2018,House Ads
a100003093,1/02/2018,House Ads
a100003094,1/02/2018,House Ads
a100003095,1/02/2018,House Ads
a100003096,1/02/2018,Push
a100003097,1/02/2018,House Ads
a100003098,1/03/2018,House Ads
a100003099,1/03/2018,House Ads
a100003100,1/03/2018,Push
a100003101,1/03/2018,Facebook
a100003102,1/03/2018,Instagram
a100003103,1/03/2018,Instagram
a100003104,1/03/2018,Facebook
a100003105,1/04/2018,House Ads
a100003106,1/04/2018,House Ads
a100003107,1/04/2018,House Ads
a100003108,1/04/2018,House Ads
a100003109,1/04/2018,Push
a100003110,1/04/2018,House Ads
a100003111,1/04/2018,House Ads
a100003112,1/05/2018,House Ads
a100003113,1/05/2018,Push
a100003114,1/05/2018,Facebook
a100003115,1/05/2018,Instagram
a100003116,1/05/2018,Instagram
a100003117,1/05/2018,Facebook
a100003118,1/05/2018,House Ads
a100003119,1/06/2018,House Ads
a100003120,1/06/2018,House Ads
a100003121,1/06/2018,House Ads
a100003122,1/06/2018,Push
a100003123,1/06/2018,House Ads
a100003124,1/06/2018,House Ads
a100003125,1/06/2018,House Ads
a100003126,1/07/2018,Push
a100003127,1/07/2018,Facebook
a100003128,1/07/2018,Instagram
a100003129,1/07/2018,Instagram
a100003130,1/07/2018,Facebook
a100003131,1/07/2018,House Ads
a100003132,1/08/2018,House Ads
a100003133,1/08/2018,House Ads
a100003134,1/08/2018,House Ads
a100003135,1/08/2018,Push
a100003136,1/08/2018,House Ads
a100003137,1/08/2018,House Ads
a100003138,1/08/2018,House Ads
a100003139,1/09/2018,Push
a100003140,1/09/2018,Facebook
a100003141,1/09/2018,Instagram
a100003142,1/09/2018,Instagram
a100003143,1/09/2018,Facebook
a100003144,1/09/2018,House Ads
a100003145,1/09/2018,House Ads
a100003146,1/10/2018,House Ads
a100003147,1/10/2018,House Ads
a100003148,1/10/2018,Push
a100003149,1/10/2018,House Ads
a100003150,1/10/2018,House Ads
a100003151,1/10/2018,House Ads
a100003152,1/10/2018,Push
a100003153,1/11/2018,Facebook
a100003154,1/11/2018,Instagram
a100003155,1/11/2018,Instagram
a100003156,1/11/2018,Facebook
a100003157,1/11/2018,House Ads
a100003158,1/11/2018,House Ads
a100003159,1/11/2018,House Ads
a100003160,1/12/2018,House Ads
a100003161,1/12/2018,Push
a100003162,1/12/2018,House Ads
a100003163,1/12/2018,House Ads
a100003164,1/12/2018,House Ads
a100003165,1/12/2018,Push
a100003166,1/12/2018,Facebook
a100003301,1/01/2018,House Ads
a100003302,1/01/2018,House Ads
a100003303,1/01/2018,House Ads
a100003304,1/01/2018,Push
a100003305,1/01/2018,House Ads
a100003306,1/01/2018,House Ads
a100003307,1/01/2018,House Ads
a100003308,1/02/2018,Push
a100003309,1/02/2018,Facebook
a100003310,1/02/2018,Instagram
a100003311,1/02/2018,Instagram
a100003312,1/02/2018,Facebook
a100003313,1/02/2018,House Ads
a100003314,1/02/2018,House Ads
a100003315,1/03/2018,House Ads
a100003316,1/03/2018,House Ads
a100003317,1/03/2018,Push
a100003318,1/03/2018,House Ads
a100003319,1/03/2018,House Ads
a100003320,1/03/2018,House Ads
a100003321,1/03/2018,Push
a100003322,1/04/2018,Facebook
a100003323,1/04/2018,Instagram
a100003324,1/04/2018,Instagram
a100003325,1/04/2018,Facebook
a100003326,1/04/2018,House Ads
a100003327,1/04/2018,House Ads
a100003328,1/04/2018,House Ads
a100003329,1/05/2018,House Ads
a100003330,1/05/2018,Push
a100003331,1/05/2018,House Ads
a100003332,1/05/2018,House Ads
a100003333,1/05/2018,House Ads
a100003334,1/05/2018,Push
a100003335,1/05/2018,Facebook
a100003336,1/06/2018,Instagram
a100003337,1/06/2018,Instagram
a100003338,1/06/2018,Facebook
a100003339,1/06/2018,House Ads
a100003340,1/06/2018,House Ads
a100003341,1/06/2018,House Ads
a100003342,1/06/2018,House Ads
a100003343,1/07/2018,Push
a100003344,1/07/2018,House Ads
a100003345,1/07/2018,House Ads
a100003346,1/07/2018,House Ads
a100003347,1/07/2018,Push
a100003348,1/07/2018,Facebook
a100003349,1/08/2018,Instagram
a100003350,1/08/2018,Instagram
a100003351,1/08/2018,Facebook
a100003352,1/08/2018,House Ads
a100003353,1/08/2018,House Ads
a100003354,1/08/2018,House Ads
a100003355,1/08/2018,House Ads
a100003356,1/09/2018,Push
a100003357,1/09/2018,House Ads
a100003358,1/09/2018,House Ads
a100003359,1/09/2018,House Ads
a100003360,1/09/2018,Push
a100003361,1/09/2018,Facebook
a100003362,1/09/2018,Instagram
a100003363,1/10/2018,Instagram
a100003364,1/10/2018,Facebook
a100003365,1/10/2018,House Ads
a100003366,1/10/2018,House Ads
a100003367,1/10/2018,House Ads
a100003368,1/10/2018,House Ads
a100003369,1/10/2018,Push
a100003370,1/11/2018,House Ads
a100003371,1/11/2018,House Ads
a100003372,1/11/2018,House Ads
a100003373,1/11/2018,Push
a100003374,1/11/2018,Facebook
a100003375,1/11/2018,Instagram
a100003376,1/11/2018,Instagram
a100003377,1/12/2018,Facebook
a100003378,1/12/2018,House Ads
a100003379,1/12/2018,House Ads
a100003380,1/12/2018,House Ads
a100003381,1/12/2018,House Ads
a100003382,1/12/2018,Push
a100003383,1/12/2018,House Ads
a100003518,1/01/2018,Instagram
a100003519,1/01/2018,Instagram
a100003520,1/01/2018,Facebook
a100003521,1/01/2018,House Ads
a100003522,1/01/2018,House Ads
a100003523,1/01/2018,House Ads
a100003524,1/01/2018,House Ads
a100003525,1/02/2018,Push
a100003526,1/02/2018,House Ads
a100003527,1/02/2018,House Ads
a100003528,1/02/2018,House Ads
a100003529,1/02/2018,Push
a100003530,1/02/2018,Facebook
a100003531,1/02/2018,Instagram
a100003532,1/03/2018,Instagram
a100003533,1/03/2018,Facebook
a100003534,1/03/2018,House Ads
a100003535,1/03/2018,House Ads
a100003536,1/03/2018,House Ads
a100003537,1/03/2018,House Ads
a100003538,1/03/2018,Push
a100003539,1/04/2018,House Ads
a100003540,1/04/2018,House Ads
a100003541,1/04/2018,House Ads
a100003542,1/04/2018,Push
a100003543,1/04/2018,Facebook
a100003544,1/04/2018,Instagram
a100003545,1/04/2018,Instagram
a100003546,1/05/2018,Facebook
a100003547,1/05/2018,House Ads
a100003548,1/05/2018,House Ads
a100003549,1/05/2018,House Ads
a100003550,1/05/2018,House Ads
a100003551,1/05/2018,Push
a100003552,1/05/2018,House Ads
a100003553,1/06/2018,House Ads
a100003554,1/06/2018,House Ads
a100003555,1/06/2018,Push
a100003556,1/06/2018,Facebook
a100003557,1/06/2018,Instagram
a100003558,1/06/2018,Instagram
a100003559,1/06/2018,Facebook
a100003560,1/07/2018,House Ads
a100003561,1/07/2018,House Ads
a100003562,1/07/2018,House Ads
a100003563,1/07/2018,House Ads
a100003564,1/07/2018,Push
a100003565,1/07/2018,House Ads
a100003566,1/08/2018,House Ads
a100003567,1/08/2018,House Ads
a100003568,1/08/2018,Push
a100003569,1/08/2018,Facebook
a100003570,1/08/2018,Instagram
a100003571,1/08/2018,Instagram
a100003572,1/08/2018,Facebook
a100003573,1/09/2018,House Ads
a100003574,1/09/2018,House Ads
a100003575,1/09/2018,House Ads
a100003576,1/09/2018,House Ads
a100003577,1/09/2018,Push
a100003578,1/09/2018,House Ads
a100003579,1/09/2018,House Ads
a100003580,1/10/2018,House Ads
a100003581,1/10/2018,Push
a100003582,1/10/2018,Facebook
a100003583,1/10/2018,Instagram
a100003584,1/10/2018,Instagram
a100003585,1/10/2018,Facebook
a100003586,1/10/2018,House Ads
a100003587,1/11/2018,House Ads
a100003588,1/11/2018,House Ads
a100003589,1/11/2018,House Ads
a100003590,1/11/2018,Push
a100003591,1/11/2018,House Ads
a100003592,1/11/2018,House Ads
a100003593,1/11/2018,House Ads
a100003594,1/12/2018,Push
a100003595,1/12/2018,Facebook
a100003596,1/12/2018,Instagram
a100003597,1/12/2018,Instagram
a100003598,1/12/2018,Facebook
a100003599,1/12/2018,House Ads
a100003600,1/12/2018,House Ads
a100003631,1/01/2018,House Ads
a100003632,1/01/2018,House Ads
a100003633,1/01/2018,House Ads
a100003634,1/01/2018,House Ads
a100003635,1/01/2018,House Ads
a100003636,1/01/2018,House Ads
a100003637,1/01/2018,House Ads
a100003638,1/02/2018,House Ads
a100003639,1/02/2018,House Ads
a100003640,1/02/2018,House Ads
a100003641,1/02/2018,House Ads
a100003642,1/02/2018,House Ads
a100003643,1/02/2018,House Ads
a100003644,1/02/2018,House Ads
a100003645,1/03/2018,House Ads
a100003646,1/03/2018,House Ads
a100003647,1/03/2018,House Ads
a100003648,1/03/2018,House Ads
a100003649,1/03/2018,House Ads
a100003650,1/03/2018,House Ads
a100003651,1/03/2018,House Ads
a100003652,1/04/2018,House Ads
a100003653,1/04/2018,House Ads
a100003654,1/04/2018,House Ads
a100003655,1/04/2018,House Ads
a100003656,1/04/2018,House Ads
a100003657,1/04/2018,House Ads
a100003658,1/04/2018,House Ads
a100003659,1/05/2018,House Ads
a100003660,1/05/2018,House Ads
a100003661,1/05/2018,House Ads
a100003662,1/05/2018,House Ads
a100003663,1/05/2018,House Ads
a100003664,1/05/2018,House Ads
a100003665,1/05/2018,House Ads
a100003666,1/06/2018,House Ads
a100003667,1/06/2018,House Ads
a100003668,1/06/2018,House Ads
a100003669,1/06/2018,House Ads
a100003670,1/06/2018,House Ads
a100003671,1/06/2018,House Ads
a100003672,1/06/2018,House Ads
a100003673,1/07/2018,House Ads
a100003674,1/07/2018,House Ads
a100003675,1/07/2018,House Ads
a100003676,1/07/2018,House Ads
a100003677,1/07/2018,House Ads
a100003678,1/07/2018,House Ads
a100003679,1/08/2018,House Ads
a100003680,1/08/2018,House Ads
a100003681,1/08/2018,House Ads
a100003682,1/08/2018,House Ads
a100003683,1/08/2018,House Ads
a100003684,1/08/2018,House Ads
a100003685,1/08/2018,House Ads
a100003686,1/09/2018,House Ads
a100003687,1/09/2018,House Ads
a100003688,1/09/2018,House Ads
a100003689,1/09/2018,House Ads
a100003690,1/09/2018,House Ads
a100003691,1/09/2018,House Ads
a100003692,1/09/2018,House Ads
a100003693,1/10/2018,House Ads
a100003694,1/10/2018,House Ads
a100003695,1/10/2018,House Ads
a100003696,1/10/2018,House Ads
a100003697,1/10/2018,House Ads
a100003698,1/10/2018,House Ads
a100003699,1/10/2018,House Ads
a100003700,1/11/2018,House Ads
a100003701,1/11/2018,House Ads
a100003702,1/11/2018,House Ads
a100003703,1/11/2018,House Ads
a100003704,1/11/2018,House Ads
a100003705,1/11/2018,House Ads
a100003706,1/11/2018,House Ads
a100003707,1/12/2018,House Ads
a100003708,1/12/2018,House Ads
a100003735,1/01/2018,House Ads
a100003736,1/01/2018,House Ads
a100003737,1/01/2018,Push
a100003738,1/01/2018,Facebook
a100003739,1/01/2018,Instagram
a100003740,1/01/2018,Instagram
a100003741,1/01/2018,Facebook
a100003742,1/02/2018,House Ads
a100003743,1/02/2018,House Ads
a100003744,1/02/2018,House Ads
a100003745,1/02/2018,House Ads
a100003746,1/02/2018,Push
a100003747,1/02/2018,House Ads
a100003748,1/02/2018,House Ads
a100003749,1/03/2018,House Ads
a100003750,1/03/2018,Push
a100003751,1/03/2018,Facebook
a100003752,1/03/2018,Instagram
a100003753,1/03/2018,Instagram
a100003754,1/03/2018,Facebook
a100003755,1/03/2018,House Ads
a100003756,1/04/2018,House Ads
a100003757,1/04/2018,House Ads
a100003758,1/04/2018,House Ads
a100003759,1/04/2018,Push
a100003760,1/04/2018,House Ads
a100003761,1/04/2018,House Ads
a100003762,1/04/2018,House Ads
a100003763,1/05/2018,Push
a100003764,1/05/2018,Facebook
a100003765,1/05/2018,Instagram
a100003766,1/05/2018,Instagram
a100003911,1/01/2018,House Ads
a100003912,1/01/2018,Push
a100003913,1/01/2018,Facebook
a100003914,1/01/2018,Instagram
a100003915,1/01/2018,Instagram
a100003916,1/01/2018,Facebook
a100003917,1/01/2018,House Ads
a100003918,1/02/2018,House Ads
a100003919,1/02/2018,Push
a100003920,1/02/2018,Facebook
a100003921,1/02/2018,Instagram
a100003922,1/02/2018,Instagram
a100003923,1/02/2018,Facebook
a100003924,1/02/2018,House Ads
a100003925,1/03/2018,House Ads
a100003926,1/03/2018,Push
a100003927,1/03/2018,Facebook
a100003928,1/03/2018,Instagram
a100003929,1/03/2018,Instagram
a100003930,1/03/2018,Facebook
a100003931,1/03/2018,House Ads
a100003932,1/04/2018,House Ads
a100003933,1/04/2018,Push
a100003934,1/04/2018,Facebook
a100003935,1/04/2018,Instagram
a100003936,1/04/2018,Instagram
a100003937,1/04/2018,Facebook
a100003938,1/04/2018,House Ads
a100003939,1/05/2018,House Ads
a100003940,1/05/2018,Push
a100003941,1/05/2018,Facebook
a100003942,1/05/2018,Instagram
a100003943,1/05/2018,Instagram
a100003944,1/05/2018,Facebook
a100003945,1/05/2018,House Ads
a100003946,1/06/2018,House Ads
a100003947,1/06/2018,Push
a100003948,1/06/2018,Facebook
a100003949,1/06/2018,Instagram
a100003950,1/06/2018,Instagram
a100003951,1/06/2018,Facebook
a100003952,1/06/2018,House Ads
a100003953,1/07/2018,House Ads
a100003954,1/07/2018,Push
a100003955,1/07/2018,Facebook
a100003956,1/07/2018,Instagram
a100003957,1/07/2018,Instagram
a100003958,1/07/2018,Facebook
a100003959,1/08/2018,House Ads
a100003960,1/08/2018,House Ads
a100003961,1/08/2018,Push
a100003962,1/08/2018,Facebook
a100003963,1/08/2018,Instagram
a100003964,1/08/2018,Instagram
a100003965,1/08/2018,Facebook
a100003966,1/09/2018,House Ads
a100003967,1/09/2018,House Ads
a100003968,1/09/2018,Push
a100003969,1/09/2018,Facebook
a100003970,1/09/2018,Instagram
a100003971,1/09/2018,Instagram
a100003972,1/09/2018,Facebook
a100003973,1/10/2018,House Ads
a100003974,1/10/2018,House Ads
a100003975,1/10/2018,Push
a100003976,1/10/2018,Facebook
a100003977,1/10/2018,Instagram
a100003978,1/10/2018,Instagram
a100003979,1/10/2018,Facebook
a100003980,1/11/2018,House Ads
a100003981,1/11/2018,House Ads
a100003982,1/11/2018,Push
a100003983,1/11/2018,Facebook
a100003984,1/11/2018,Instagram
a100003985,1/11/2018,Instagram
a100003986,1/11/2018,Facebook
a100003987,1/12/2018,House Ads
a100003988,1/12/2018,House Ads
a100003989,1/12/2018,Push
a100003990,1/12/2018,Facebook
a100003991,1/12/2018,Instagram
a100003992,1/12/2018,Instagram
a100003993,1/12/2018,Facebook
a100004090,1/01/2018,Instagram
a100004091,1/01/2018,Facebook
a100004092,1/01/2018,House Ads
a100004093,1/01/2018,House Ads
a100004094,1/01/2018,Push
a100004095,1/01/2018,Facebook
a100004096,1/01/2018,Instagram
a100004097,1/02/2018,Instagram
a100004098,1/02/2018,Facebook
a100004099,1/02/2018,House Ads
a100004100,1/02/2018,House Ads
a100004101,1/02/2018,Push
a100004102,1/02/2018,Facebook
a100004103,1/02/2018,Instagram
a100004104,1/03/2018,Instagram
a100004105,1/03/2018,Facebook
a100004106,1/03/2018,House Ads
a100004107,1/03/2018,House Ads
a100004108,1/03/2018,Push
a100004109,1/03/2018,Facebook
a100004110,1/03/2018,Instagram
a100004111,1/04/2018,Instagram
a100004112,1/04/2018,Facebook
a100004113,1/04/2018,House Ads
a100004114,1/04/2018,House Ads
a100004115,1/04/2018,Push
a100004116,1/04/2018,Facebook
a100004117,1/04/2018,Instagram
a100004118,1/05/2018,Instagram
a100004119,1/05/2018,Facebook
a100004120,1/05/2018,House Ads
a100004121,1/05/2018,House Ads
a100004122,1/05/2018,Push
a100004123,1/05/2018,Facebook
a100004124,1/05/2018,Instagram
a100004125,1/06/2018,Instagram
a100004126,1/06/2018,Facebook
a100004127,1/06/2018,House Ads
a100004128,1/06/2018,House Ads
a100004129,1/06/2018,House Ads
a100004130,1/06/2018,Push
a100004131,1/06/2018,Facebook
a100004132,1/07/2018,Instagram
a100004133,1/07/2018,Instagram
a100004134,1/07/2018,Facebook
a100004135,1/07/2018,House Ads
a100004136,1/07/2018,House Ads
a100004137,1/07/2018,House Ads
a100004138,1/08/2018,Push
a100004139,1/08/2018,Facebook
a100004140,1/08/2018,Instagram
a100004141,1/08/2018,Instagram
a100004142,1/08/2018,Facebook
a100004143,1/08/2018,House Ads
a100004144,1/08/2018,House Ads
a100004145,1/09/2018,House Ads
a100004146,1/09/2018,Push
a100004147,1/09/2018,Facebook
a100004148,1/09/2018,Instagram
a100004149,1/09/2018,Instagram
a100004150,1/09/2018,Facebook
a100004151,1/09/2018,House Ads
a100004152,1/10/2018,House Ads
a100004153,1/10/2018,House Ads
a100004154,1/10/2018,Push
a100004155,1/10/2018,Facebook
a100004156,1/10/2018,Instagram
a100004157,1/10/2018,Instagram
a100004158,1/10/2018,Facebook
a100004159,1/11/2018,House Ads
a100004160,1/11/2018,House Ads
a100004161,1/11/2018,House Ads
